,audio,transcription,similarity
310,common_voice_en_11220916.mp3,"Mature male with stumbling, emotionless and monotone voice with unclear pronunciation.",1
311,common_voice_en_11220916.mp3,"Adult male with sullen voice, little bit disdainful, clear pronunciatin, but sounds unfriendly and unattractive. ",0
312,common_voice_en_21345591.mp3,"Mature male with monotone, calm, confident and clear pronunciation voice with background noise.",1
313,common_voice_en_21345591.mp3,"adult male with orotund voice, clicking of the start and end of the recording in the background",0
314,common_voice_en_499471.mp3,Adult male with a slightly higher pitched voice and clear pronunciation.,1
315,common_voice_en_499471.mp3,"An adult male speaking calmly and softly, and crickets can be heard in the background.",0
316,p276_015_mic1.flac,"Young female speaks with clear pronunciation and with a monotone, emotionless voice.",1
317,p276_015_mic1.flac,Adult make speaks with unclear pronunciation quietly,0
318,p301_388_mic1.flac,Adult female with a low pitched voice and clear pronunciation.,1
319,p301_388_mic1.flac,"An adult male with an American accent, unclear pronunciation and an emotionless voice.",0
320,p362_329_mic1.flac,Adult American woman with a shallow and somewhat weak voice and a formal tone.,1
321,p362_329_mic1.flac,Young male speaking calmly with casual voice,0
322,common_voice_en_23882007.mp3,"Adult male with a foreign accent and a quiet, calm, monotone voice.",1
323,common_voice_en_23882007.mp3,An adult male with a deeper voice speaking with unclear pronunciation and a stop in the middle,0
324,common_voice_en_26600103.mp3,"Teenage or young adult female with a slightly dismissive, uninterested tone.",1
325,common_voice_en_26600103.mp3,Adult male speaks calmly and clearly with American accent.,0
326,common_voice_en_19028991.mp3,Young adult American male speaks clearly and fairly slowly with a neutral tone.,1
327,common_voice_en_19028991.mp3,Adult female with high pitched monotone voice,0
328,common_voice_en_27549371.mp3,"Adult American female with calm and clear, careful pronunciation, but still natural speech.",1
329,common_voice_en_27549371.mp3,"An adult female with a British accent, clear pronunciation and an emotionless low pitched voice speaking calmly.",0
330,common_voice_en_108319.mp3,Elderly male sounds a bit unnatural when speaking.,1
331,common_voice_en_108319.mp3,"Young male with unclear pronunciation and squeaky voice, sounds anxious, has uneven cadence.",0
332,common_voice_en_19409053.mp3,Adult male voice speaks with a very flat and monotone voice in a formal manner.,1
333,common_voice_en_19409053.mp3,Adult male with a British accent speaking with a confident calm voice. ,0
334,common_voice_en_18829738.mp3,Adult male with an American accent and very clear and sharp pronunciation.,1
335,common_voice_en_18829738.mp3,"Adult male voice with unclear pronunciation probably with Indian accent speaks emotionally, stumbles while speaking",0
336,common_voice_en_30575032.mp3,"Adult male with a German accent and a deep and rich, montone voice hesitates and stumbles a bit while speaking.",1
337,common_voice_en_30575032.mp3,A young British female speaks clearly.,0
338,common_voice_en_85076.mp3,Elderly female with a colorful and warm voice.,1
339,common_voice_en_85076.mp3,Adult male voice with some kind of British accent and medium-high pace,0
340,p277_022_mic1.flac,Teenage female has an unnatural pause towards the end while speaking.,1
341,p277_022_mic1.flac,Adult male with German accent and neutral voice.,0
342,common_voice_en_191739.mp3,Mature female voice speaks with an expressive tone and an American accent speaks in a descriptive manner.,1
343,common_voice_en_191739.mp3,Mature male voice is speaking clearly.,0
344,common_voice_en_21915613.mp3,"Adult male with a German accent and a deep, rich and full, raspy, monotone voice.",1
345,common_voice_en_21915613.mp3,An adult man with childlike voice speaks with hissy background,0
346,p302_259_mic1.flac,Young adult male speaks with a fast pace and a clear voice.,1
347,p302_259_mic1.flac,Low pitched adult male voice with probably British accent and clear pronunciation with emotionless calm speech which seems a bit mocking and also soothing tone with a mouse click in the end.,0
348,common_voice_en_20397522.mp3,Young adult female with a clear and crisp voice.,1
349,common_voice_en_20397522.mp3,"Adult male with clear, soft, harmonious, mature, low pitched deep voice, is soothing and hence attractive.",0
350,common_voice_en_19762836.mp3,Adult American female with an annoyingly sharp and pinched tone.,1
351,common_voice_en_19762836.mp3,Deeper female voice with an accent with a relatively flat tone,0
352,common_voice_en_18444979.mp3,Adult male with a foreign accent and a sharp yet flat voice.,1
353,common_voice_en_18444979.mp3,Mature male with American accent and clear pronunciation with monotone speech and slight hoarse voice,0
354,p301_006_mic1.flac,"Adult American woman with a clear voice but monotone, uninterested speech, takes a deep breath in the beginning.",1
355,p301_006_mic1.flac,Adult male high pitched voice is speaking monotously.,0
356,common_voice_en_19665176.mp3,Adult or mature American woman with a charismatic voice and good intonation.,1
357,common_voice_en_19665176.mp3,Adult male speaking with a confident soft voice in an inquiring tone. ,0
358,common_voice_en_56695.mp3,Teenage female with a hushed voice and a Scottish accent.,1
359,common_voice_en_56695.mp3,Low pitched male voice with clear pronunciation speaks confidently with emotionless speech.,0
360,common_voice_en_19845212.mp3,Adult male speaking with unclear pronunciation without emotions.,1
361,common_voice_en_19845212.mp3,Adult woman speaking slowly with a high pitched voice,0
362,common_voice_en_18977388.mp3,"Adult male with high pitched and flat voice, pausing while speaking with static noise in background.",1
363,common_voice_en_18977388.mp3,Adult male with a serious and nasal voice and clear pronunciation,0
364,p360_197_mic1.flac,Adult male speaking in flat voice without making proper pauses.,1
365,p360_197_mic1.flac,With unclear pronunciation young man with a hissing speech.,0
366,common_voice_en_679741.mp3,Adult male speaking with playful tone.,1
367,common_voice_en_679741.mp3,"An adult female with monotone, unclear pronunciation with the background noise of alike flying objects/running motors",0
368,common_voice_en_20183312.mp3,Adult male with low pitched calming voice speaking convincingly with clear pronunciation.,1
369,common_voice_en_20183312.mp3,"Mature male with high pitched, emotional and clear pronunciation voice.",0
370,common_voice_en_20122561.mp3,Teenager female speaking with unclear pronunciation.,1
371,common_voice_en_20122561.mp3,Adult woman low pitched confident voice with convincing speech,0
372,common_voice_en_31400678.mp3,Mature male with low pitched soft voice speaking calmly with clear pronunciation.,1
373,common_voice_en_31400678.mp3,Adult man speaking with a convincing and assertive tone,0
374,p268_307_mic1.flac,Mature female speaking with confidence.,1
375,p268_307_mic1.flac,Young male with high pitched voice mumbles while speaking very fast.,0
376,common_voice_en_643733.mp3,Mature male with strong voice speaking with clear pronunciation.,1
377,common_voice_en_643733.mp3,"A low-pitched middle-aged man, with clear pronunciation and a friendly voice.",0
378,common_voice_en_27358.mp3,Adult male speaking with British accent with clear pronunciation.,1
379,common_voice_en_27358.mp3,Elderly male low pitched voice with clear pronunciation and convincing speech.,0
380,common_voice_en_175765.mp3,Person of unclear gender speaking slowly without emotions.,1
381,common_voice_en_175765.mp3,Adult male low pitched voice with Polish accent and clear pronunciation.,0
382,common_voice_en_28997285.mp3,Adult male with high pitched voice speaking slowly and carefully.,1
383,common_voice_en_28997285.mp3,Deep guttural adult male voice with American accent and clear pronunciation with calm expressive speech.,0
384,common_voice_en_21796010.mp3,Adult female with low pitched seductive voice speaking with expression and clear pronunciation.,1
385,common_voice_en_21796010.mp3,Adult male with smooth and serious voice speaks slowly,0
386,common_voice_en_19776999.mp3,Adult female with high pitched voice voice speaking slowly with clear pronunciation.,1
387,common_voice_en_19776999.mp3,Adult woman high pitched confident voice with clear pronunciation.,0
388,common_voice_en_23887456.mp3,"Adult male with clear voice speaking calmly with clear pronunciation, stutters while speaking.",1
389,common_voice_en_23887456.mp3,Mature male with serious deep monotone voice speaks slowly,0
390,common_voice_en_17281954.mp3,Mature male with clean voice speaking without making pauses between words.,1
391,common_voice_en_17281954.mp3,Mature male with a deep voice and clear pronunciation speaks calmly.,0
392,p288_061_mic1.flac,Adult female with low pitched voice speaking with British accent.,1
393,p288_061_mic1.flac,Deep guttural adult male voice with American accent and clear pronunciation with calm expressive speech.,0
394,p243_216_mic1.flac,Adult male speaking relaxedly with clear pronunciation.,1
395,p243_216_mic1.flac,Adult woman with muffled voice speaks with confidence.,0
396,p232_185_mic1.flac,Adult male with British accent speaking without pauses.,1
397,p232_185_mic1.flac,"Adult male with Indian voice speaks slowly, stutters",0
398,common_voice_en_24295472.mp3,Adult male with soft voice speaking unconfidently with German accent.,1
399,common_voice_en_24295472.mp3,Adult male wih a thin voice,0
400,p329_349_mic1.flac,Young female low pitched voice is speaking clearly and convincing.,1
401,p329_349_mic1.flac,Mature male with American accent and neutral voice speaks informatively.,0
402,common_voice_en_22405940.mp3,Adult female voice with Indian accent is speaking monotously.,1
403,common_voice_en_22405940.mp3,Adult male with low calm voice speaks slowly.,0
404,common_voice_en_27143501.mp3,Adult male high pitched voice is speaking monotously.,1
405,common_voice_en_27143501.mp3,"Adult male voice, audio volume is very low, speech itself is quite clear and well pronounced, voice is a bit flat and emotionless.",0
406,common_voice_en_19965540.mp3,Adult female voice with African accent is speaking confidently with unclear pronunciation.,1
407,common_voice_en_19965540.mp3,Adult female calm and monotone voice.,0
408,common_voice_en_24680801.mp3,Mature female low pitched voice is speaking slowly and monotously.,1
